Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
60,Female,Bachelor's,Single,36318,681,7666,Auto,Unemployed,3,Fair,0.397677448,20310,0,Maryshire,AL,Somalia,4,1,High
40,Female,Master's,Widowed,51734,770,17974,Business,Self-employed,13,Good,0.171794578,165500,,Raymondton,MI,Falkland Islands (Malvinas),1,1,High
62,Male,Master's,Divorced,60067,753,34890,Auto,Unemployed,10,Poor,0.332385774,255192,0,East Jennifer,PR,Honduras,2,1,Medium
18,Female,PhD,Married,,626,20116,Personal,Self-employed,0,Poor,0.486814897,202857,0,East Nathaniel,WA,Venezuela,3,0,High
25,Female,PhD,Widowed,93653,754,,Home,Unemployed,19,Poor,0.520239726,132175,2,South Christine,MN,American Samoa,2,2,Low
35,Male,Master's,Single,109848,687,,Home,Unemployed,4,Fair,0.412154552,,,East Desiree,WA,Lesotho,4,0,Low
56,Male,PhD,Single,68917,645,47583,Auto,Unemployed,14,Poor,0.51739463,94177,1,Grayport,OH,Panama,4,1,High
30,Male,Master's,Married,,624,46227,Business,Employed,13,Fair,0.330935223,,4,Wrightborough,VA,Falkland Islands (Malvinas),2,0,Low
59,Male,PhD,Single,103794,,9288,Auto,Unemployed,2,Excellent,0.412109478,195205,,Williamsport,WV,Paraguay,2,1,Low
64,Non-binary,PhD,Divorced,23044,669,38298,Auto,Employed,6,Good,0.280375213,150426,3,Danielfort,KY,Brazil,1,0,High
32,Male,High School,Divorced,,763,47167,Personal,Unemployed,3,Good,0.106875538,,4,Port Jesse,CT,Uganda,2,2,Low
66,Female,High School,Married,57487,731,28084,Auto,Unemployed,13,Excellent,0.477251707,153122,2,Lopezview,NV,Slovenia,4,2,Low
31,Non-binary,PhD,Divorced,56516,688,39626,Home,Self-employed,0,Good,0.424717002,66521,4,Adrianport,AS,Palestinian Territory,0,2,High
33,Female,Bachelor's,Married,37868,718,17251,Personal,Unemployed,9,Fair,0.35082037,132941,4,Cookmouth,CA,Vanuatu,2,0,Low
69,Male,High School,Single,48842,714,22354,Personal,Unemployed,17,Poor,0.544645228,159336,1,New Ashleyport,MD,Central African Republic,,1,High
33,Non-binary,High School,Single,96830,651,44342,Personal,Self-employed,13,Good,0.360911733,249934,2,Tylerstad,NY,Solomon Islands,2,2,Low
38,Non-binary,Bachelor's,Widowed,94453,621,18510,Personal,Employed,15,Good,0.340783852,52098,2,New Antonio,ID,Slovakia (Slovak Republic),4,2,Medium
40,Female,PhD,Widowed,97952,796,6709,Business,Unemployed,0,Excellent,0.27165247,20777,2,Tylerton,UT,Bouvet Island (Bouvetoya),3,2,High
56,Non-binary,Master's,Single,39623,656,12397,Business,Employed,13,Excellent,0.462405899,77154,2,Williamborough,KS,Micronesia,1,2,Low
23,Non-binary,Master's,Divorced,37769,,10145,Business,Unemployed,2,Good,0.474981672,191109,,Adkinsmouth,FL,Cape Verde,3,1,Low
26,Male,Master's,Divorced,25521,793,12574,Auto,Unemployed,3,Excellent,0.249098673,156450,3,North Christopher,PA,Myanmar,0,2,High
59,Non-binary,Master's,Widowed,106257,636,,Home,Self-employed,7,Poor,0.254708226,25108,0,East Johnborough,WI,Spain,4,1,Low
20,Female,Master's,Divorced,113049,,,Home,Unemployed,6,Fair,0.375343992,235174,2,West Laurenport,VT,South Africa,,1,Medium
54,Male,PhD,Widowed,77439,679,15616,Business,Self-employed,15,Good,0.153793857,,4,Alexanderland,UT,Cook Islands,2,0,Low
55,Female,High School,Widowed,76023,786,21659,Business,Unemployed,8,Poor,0.208803783,266533,3,Douglasstad,CO,Oman,,2,Low
61,Male,High School,Widowed,52333,651,5063,Home,Employed,2,Fair,0.186475925,219479,2,West Amandaberg,NE,Bahamas,1,2,Low
60,Male,PhD,Divorced,36683,675,37915,Personal,Employed,18,Fair,0.563642131,293776,,West Alyssamouth,HI,Tonga,4,2,High
50,Female,Master's,Married,,618,,Business,Employed,1,Excellent,0.46991883,297401,0,Nancyfurt,SC,Kuwait,3,0,Low
23,Female,Master's,Widowed,75082,747,7755,Home,Employed,11,Fair,0.53139119,261131,3,South Danielstad,VI,Norway,4,1,High
26,Non-binary,PhD,Divorced,100642,764,,Business,Employed,8,Good,0.159351378,75965,3,West Michaelland,WY,Benin,1,1,Medium
60,Female,Bachelor's,Single,22587,768,,Home,Unemployed,14,Poor,0.36556045,,2,Brandonbury,MP,Lebanon,1,2,Medium
38,Female,Bachelor's,Widowed,,760,11715,Auto,Employed,4,Poor,0.103229653,50474,3,North Allisonborough,CA,Cook Islands,1,1,High
20,Female,Bachelor's,Widowed,45333,,23524,Home,Employed,11,Fair,0.137224261,92814,,Melissaburgh,RI,Jersey,3,2,Low
32,Female,High School,Widowed,70528,617,17436,Auto,Employed,2,Good,0.233765652,55374,,North Pedrofort,MA,Lithuania,1,1,High
49,Non-binary,Master's,Widowed,108559,,45164,Home,Self-employed,13,Poor,0.362278765,,3,East Stephenmouth,ND,Christmas Island,0,2,Low
38,Non-binary,Master's,Divorced,82093,726,20454,Home,Self-employed,5,Good,0.190221959,39434,2,East Brian,PW,South Africa,,0,High
18,Male,PhD,Divorced,,684,48404,Home,Unemployed,4,Excellent,0.561141364,251521,1,Hortonside,CA,Wallis and Futuna,4,0,High
30,Non-binary,PhD,Married,76068,729,43772,Personal,Self-employed,19,Poor,0.283768749,63678,2,North Juanshire,UT,Chile,0,1,High
48,Male,High School,Widowed,43268,798,26617,Auto,Employed,15,Good,0.464648993,191919,2,Briggsmouth,SC,Korea,3,0,High
67,Female,Bachelor's,Widowed,111123,,33935,Home,Self-employed,15,Fair,0.105897437,114582,0,Kimberlytown,NY,Niger,1,2,Medium
67,Non-binary,PhD,Married,48987,796,,Business,Employed,19,Fair,0.215069099,281823,,New Brittany,AL,Gabon,,2,Medium
27,Female,High School,Divorced,61472,647,39124,Personal,Unemployed,13,Good,0.427167756,287288,,North Marie,MH,South Africa,0,2,High
58,Non-binary,Bachelor's,Divorced,42219,620,30416,Home,Unemployed,10,Good,0.422461969,59049,,Carolyntown,KY,Indonesia,,2,Low
20,Male,High School,Divorced,41148,,26392,Personal,Employed,5,Poor,0.383538045,99387,2,New Courtney,IA,Cote d'Ivoire,2,1,Low
19,Non-binary,High School,Widowed,73318,685,21041,Home,Self-employed,3,Poor,0.319678646,,4,Lake Traviston,NM,Sudan,2,2,Medium
41,Non-binary,Bachelor's,Divorced,,,27558,Personal,Unemployed,13,Excellent,0.257438289,65888,2,Glennton,IL,Montserrat,,2,Medium
58,Female,Master's,Single,,758,19539,Business,Unemployed,15,Good,0.510609722,44141,2,Robertston,SC,Northern Mariana Islands,1,1,Medium
50,Non-binary,Bachelor's,Single,54889,614,12851,Business,Unemployed,0,Good,0.179743807,20292,,North Davidville,MT,Trinidad and Tobago,2,1,Low
29,Male,High School,Divorced,63775,604,24550,Personal,Unemployed,1,Poor,0.175279266,229132,1,Cartershire,ND,Poland,,1,Medium
35,Non-binary,PhD,Single,,763,13216,Auto,Self-employed,15,Poor,0.121722838,202607,0,Port Gail,IA,Bermuda,,2,Low
56,Male,Master's,Married,65101,614,,Business,Self-employed,17,Poor,0.369826733,120760,2,Fosterhaven,HI,Egypt,3,2,Low
67,Female,High School,Single,98473,609,10826,Home,Employed,12,Poor,0.189135773,146692,1,North Toddport,CT,Gibraltar,3,1,Medium
68,Female,Master's,Single,,624,,Auto,Unemployed,15,Poor,0.188032641,43524,0,Farrellbury,RI,Sierra Leone,2,1,High
58,Non-binary,Bachelor's,Widowed,52050,779,44972,Auto,Unemployed,1,Poor,0.566113057,118383,4,Natashahaven,NH,Kazakhstan,,0,Medium
31,Female,High School,Widowed,,,13455,Business,Unemployed,6,Poor,0.29450952,183477,1,Wilsonport,WV,Australia,1,0,High
20,Male,High School,Widowed,,618,6849,Auto,Unemployed,6,Fair,0.384384805,21693,2,Port Anthony,MN,Fiji,,0,Medium
24,Female,PhD,Divorced,108909,755,16945,Business,Self-employed,15,Fair,0.194258402,168880,3,Hollowayberg,WV,Albania,4,0,Low
27,Male,High School,Widowed,115131,652,22735,Auto,Employed,4,Good,0.41404368,299097,,Laneborough,OH,Germany,3,1,Medium
20,Female,High School,Widowed,57459,,35290,Personal,Self-employed,7,Poor,0.120305936,184821,4,New Antonioshire,MN,Uzbekistan,4,0,Medium
53,Male,Bachelor's,Married,50028,704,48831,Auto,Unemployed,8,Poor,0.593841456,31424,0,Stephaniechester,MS,Kuwait,4,1,Low
47,Female,Master's,Married,52624,691,14339,Auto,Self-employed,14,Fair,0.300217741,266784,,Robertland,WA,North Macedonia,1,1,Medium
33,Male,PhD,Single,103844,795,28966,Auto,Unemployed,14,Excellent,0.455807813,219636,3,Lake Paulmouth,CT,Jordan,3,2,High
29,Female,PhD,Divorced,90994,733,30575,Auto,Self-employed,3,Poor,0.248653435,176470,0,North Carlos,NH,Heard Island and McDonald Islands,1,0,Low
35,Non-binary,PhD,Single,111810,759,42895,Home,Employed,7,Good,0.223372115,65951,1,Alvarezshire,MS,Marshall Islands,0,2,Medium
44,Male,PhD,Single,,720,13810,Personal,Self-employed,18,Fair,0.31125259,,,Thomasland,IA,Cambodia,,2,Low
52,Female,High School,Single,74697,723,,Business,Self-employed,3,Fair,0.261508433,172134,0,Lake Blake,TN,Cambodia,,0,High
53,Female,PhD,Single,63739,,6658,Home,Employed,3,Good,0.201903064,266685,0,Lake Dawntown,MD,Cyprus,,2,Low
22,Non-binary,High School,Divorced,,709,12596,Auto,Employed,14,Excellent,0.48329683,,2,Port Catherinefort,DC,Northern Mariana Islands,3,1,High
39,Non-binary,High School,Single,24597,706,40751,Personal,Employed,8,Fair,0.560671636,276950,,Lake Calvin,ID,Palestinian Territory,3,0,Low
44,Female,Bachelor's,Married,117904,744,32254,Auto,Unemployed,11,Fair,0.567444477,55653,4,Heatherborough,MA,Lesotho,2,1,Low
42,Female,PhD,Single,90942,646,30565,Business,Self-employed,5,Fair,0.300793829,81812,1,Kimview,SD,Falkland Islands (Malvinas),2,2,High
55,Female,PhD,Widowed,97474,,9934,Home,Self-employed,2,Good,0.257965284,190098,2,Emilychester,FM,Honduras,3,0,High
56,Non-binary,High School,Widowed,118622,745,5847,Business,Unemployed,10,Good,0.585849561,181634,2,Port Johntown,SC,Norfolk Island,4,1,Low
59,Male,High School,Widowed,41021,701,18173,Personal,Self-employed,7,Good,0.158785512,186692,,East Allison,KS,Martinique,,1,Medium
62,Female,High School,Widowed,,666,15716,Home,Employed,17,Poor,0.38870862,121284,0,Willieborough,KY,Guatemala,,2,High
40,Non-binary,Master's,Divorced,102298,690,,Business,Employed,1,Good,0.137902005,126389,2,Erikaview,PR,United States of America,1,0,Low
56,Male,Master's,Single,22042,713,9191,Personal,Self-employed,18,Fair,0.261289865,154372,1,Port Michaelmouth,TN,Comoros,2,2,High
53,Female,Bachelor's,Widowed,80797,765,49654,Home,Unemployed,6,Poor,0.3474705,156269,2,Johnsonberg,MO,Hong Kong,1,1,Low
64,Female,Master's,Divorced,,603,,Home,Unemployed,4,Fair,0.227396111,291377,4,North Coryborough,AL,Uzbekistan,2,2,High
45,Male,PhD,Single,98066,723,34120,Personal,Self-employed,18,Poor,0.531825713,120055,1,South Lisaville,MS,Greenland,,1,High
60,Female,Master's,Divorced,72483,774,39729,Personal,Unemployed,5,Excellent,0.129155499,203978,2,East Michelleland,DC,Russian Federation,4,1,High
48,Male,Master's,Widowed,102799,686,5977,Home,Self-employed,16,Excellent,0.427893537,87738,4,South Christina,MO,Malawi,0,0,Low
33,Non-binary,Master's,Divorced,93916,678,37705,Personal,Unemployed,11,Poor,0.384722059,118122,4,Taylorview,AZ,Tonga,,1,Medium
23,Male,Bachelor's,Single,76578,630,,Personal,Self-employed,10,Poor,0.232629352,28024,2,South Donnaview,MP,Uruguay,3,1,Low
66,Female,High School,Married,45293,,18988,Auto,Unemployed,10,Good,0.518149596,178140,2,Esparzaberg,NV,Brunei Darussalam,0,0,Low
47,Male,Master's,Single,,777,6628,Home,Self-employed,2,Poor,0.31115634,34205,4,West Valeriestad,MO,Bhutan,2,2,Medium
65,Non-binary,PhD,Single,98930,607,8048,Business,Employed,13,Excellent,0.476299026,243042,1,Adamville,CT,Fiji,3,0,Medium
63,Male,Bachelor's,Married,56244,653,26836,Personal,Employed,11,Fair,0.264527308,182928,3,Lake Stephaniemouth,NY,British Indian Ocean Territory (Chagos Archipelago),1,2,Low
69,Male,PhD,Married,114440,793,7385,Home,Unemployed,4,Poor,0.260296598,123055,4,Joshualand,NV,Mauritania,2,1,Medium
23,Male,Master's,Married,81800,769,7473,Personal,Employed,11,Poor,0.525355569,162787,3,Christyview,ME,Panama,4,2,High
18,Male,Master's,Widowed,111650,658,5131,Home,Self-employed,19,Excellent,0.361756645,134730,3,Jasonberg,SC,Guyana,3,1,Medium
54,Male,High School,Single,37153,600,30295,Business,Unemployed,2,Poor,0.338007051,29513,4,South Ginamouth,AZ,Madagascar,2,0,Low
35,Female,Master's,Divorced,84766,622,20645,Business,Unemployed,6,Fair,0.507552882,77868,3,Blackwellchester,AR,Cote d'Ivoire,1,1,Medium
52,Male,PhD,Married,,784,33418,Home,Self-employed,11,Excellent,0.154699744,,3,Moraport,UT,Iraq,,2,Low
63,Female,High School,Widowed,72633,,30168,Personal,Unemployed,13,Excellent,0.335273116,78722,2,Hardyburgh,OH,Chile,3,2,High
24,Non-binary,High School,Widowed,41663,655,,Personal,Self-employed,14,Fair,0.33042357,193760,3,South Gregorymouth,TN,Guadeloupe,3,1,High
54,Male,Master's,Married,33111,613,11951,Home,Self-employed,4,Good,0.354660188,285182,1,Howardfort,MS,Suriname,2,2,Low
62,Non-binary,Bachelor's,Single,36163,667,26940,Business,Unemployed,14,Good,0.277411586,217694,4,Hoovermouth,VI,Botswana,0,1,Medium
36,Non-binary,PhD,Single,,702,32995,Auto,Employed,7,Excellent,0.583760206,267497,1,Gardnershire,TX,Sudan,3,2,High
30,Male,High School,Divorced,77013,661,24752,Personal,Unemployed,6,Poor,0.443521352,79844,0,Stevensshire,OR,Belize,3,1,Low
21,Non-binary,Bachelor's,Single,70109,612,6735,Business,Employed,16,Excellent,0.130603195,243232,3,West James,MA,Burkina Faso,4,1,High
19,Non-binary,Master's,Widowed,41053,,40632,Business,Employed,5,Excellent,0.478348003,244596,4,Melissafort,AZ,Maldives,1,2,Low
24,Non-binary,Master's,Divorced,46234,768,,Business,Unemployed,19,Good,0.40162143,182837,1,Tuckerton,SC,Belize,,2,Low
47,Non-binary,Bachelor's,Divorced,,718,,Auto,Employed,18,Fair,0.105582168,232787,4,North Michael,FM,Tunisia,4,2,Low
51,Male,Bachelor's,Widowed,102141,636,,Business,Unemployed,5,Good,0.493768432,161711,4,Williamsmouth,DC,Saint Pierre and Miquelon,2,0,Medium
69,Non-binary,High School,Widowed,46968,741,,Home,Unemployed,6,Poor,0.295507482,235254,4,Perrychester,VT,Antarctica (the territory South of 60 deg S),1,2,Medium
46,Female,PhD,Widowed,105898,610,,Auto,Unemployed,17,Fair,0.324805867,,2,Port John,GU,Marshall Islands,2,1,High
57,Male,Bachelor's,Widowed,44914,744,15436,Business,Employed,12,Good,0.196146055,178569,4,Lisaville,PR,Turks and Caicos Islands,0,0,Medium
68,Male,PhD,Single,63239,603,9638,Business,Employed,18,Excellent,0.204585239,103872,4,New Judyside,AL,Ethiopia,3,1,Medium
66,Non-binary,High School,Divorced,69777,690,,Auto,Unemployed,12,Fair,0.148856084,102946,3,West Thomasbury,GU,France,1,1,Low
25,Non-binary,High School,Divorced,100729,774,29281,Personal,Unemployed,14,Fair,0.572568243,93675,0,East Chad,KS,Nigeria,,0,Medium
31,Non-binary,PhD,Single,94379,712,43785,Auto,Employed,9,Good,0.560569529,130219,4,East Julianbury,IN,Saint Barthelemy,4,1,Medium
31,Non-binary,Bachelor's,Married,97700,,38328,Personal,Self-employed,17,Excellent,0.488870191,184364,4,South Tammy,DC,Cuba,4,0,Medium
25,Male,PhD,Married,52806,737,41069,Personal,Self-employed,18,Fair,0.385529019,33365,4,Woodsborough,MN,Tuvalu,1,0,Low
44,Male,Master's,Widowed,27354,621,35760,Personal,Unemployed,3,Excellent,0.594904289,100645,,Thompsonfurt,NC,Qatar,,2,Low
32,Male,Bachelor's,Single,78151,681,41609,Home,Self-employed,1,Poor,0.322039859,,2,Fergusonborough,TN,Kazakhstan,,1,High
48,Non-binary,Master's,Divorced,36691,665,15440,Home,Unemployed,7,Good,0.441929297,39079,3,West Laurenchester,KY,Eritrea,0,0,Medium
52,Female,High School,Single,71738,,39388,Personal,Employed,7,Excellent,0.54317709,31273,,Shannonmouth,FM,Saint Helena,2,1,High
63,Female,PhD,Single,,644,,Home,Unemployed,18,Poor,0.361560147,,1,Warrenstad,NC,Timor-Leste,4,0,Medium
67,Female,Master's,Widowed,109937,673,8204,Business,Self-employed,4,Fair,0.576007523,92562,2,Gutierrezville,MA,Costa Rica,1,0,Medium
68,Non-binary,High School,Widowed,,643,12463,Personal,Employed,18,Good,0.27678908,,0,South Jenniferfort,NV,Saint Kitts and Nevis,3,2,High
47,Female,Bachelor's,Single,24333,654,10404,Auto,Self-employed,9,Excellent,0.15197277,,,East Amber,NM,Bulgaria,4,1,Low
28,Male,High School,Widowed,,,5121,Personal,Unemployed,5,Excellent,0.415069043,197728,0,Christianland,WV,Haiti,4,1,High
18,Female,Master's,Single,55489,665,,Home,Employed,17,Good,0.219442524,207918,0,South Deanna,NJ,Albania,4,1,Medium
36,Female,Bachelor's,Widowed,48570,,,Home,Employed,6,Fair,0.401595933,,1,Georgeland,AR,Seychelles,,0,Low
50,Male,Bachelor's,Widowed,113870,789,9523,Home,Employed,6,Fair,0.224284387,,4,West Gregory,VA,Argentina,,0,High
30,Male,Bachelor's,Widowed,71119,673,10850,Auto,Self-employed,13,Excellent,0.490238665,147880,4,New David,KY,Heard Island and McDonald Islands,2,1,Low
27,Female,Bachelor's,Divorced,96237,781,,Auto,Self-employed,17,Fair,0.518975223,51257,,Marioshire,NH,Saint Lucia,0,0,Medium
26,Non-binary,Master's,Widowed,,705,12484,Personal,Self-employed,9,Good,0.515487265,190737,1,Lake Ashleybury,MO,Malta,4,2,High
59,Non-binary,Bachelor's,Divorced,111246,792,46230,Auto,Employed,6,Poor,0.389660863,282215,2,Christophertown,KY,South Georgia and the South Sandwich Islands,1,2,Medium
56,Male,High School,Divorced,72703,753,10701,Home,Self-employed,6,Fair,0.252712778,243990,4,West Jessicaton,LA,Rwanda,2,2,Medium
30,Male,Master's,Widowed,119129,718,25879,Personal,Employed,3,Good,0.585185501,24311,4,New Whitneyville,WV,Antigua and Barbuda,0,1,Low
35,Female,Bachelor's,Widowed,,650,13030,Home,Self-employed,6,Fair,0.278584821,145856,1,North Nicholasberg,GA,Anguilla,1,0,Low
48,Female,Master's,Single,61430,,,Home,Unemployed,8,Fair,0.474868594,260470,,Vazquezborough,WI,Northern Mariana Islands,,0,Medium
61,Female,PhD,Single,30247,631,13190,Business,Self-employed,4,Good,0.309750453,58272,3,West Georgeberg,TX,Jordan,0,1,Low
32,Female,PhD,Widowed,81516,768,28765,Auto,Unemployed,2,Excellent,0.157095038,,,South Cherylshire,MS,Zimbabwe,,2,Medium
43,Non-binary,Bachelor's,Widowed,85519,720,28118,Personal,Employed,1,Fair,0.161557126,,1,Huffmouth,ME,Algeria,0,1,Medium
21,Female,Master's,Single,69277,690,21619,Business,Self-employed,4,Excellent,0.191682091,167668,,North Amandafurt,SD,Australia,0,0,Low
19,Non-binary,PhD,Divorced,114080,626,18807,Auto,Employed,19,Poor,0.206328628,236533,1,New Alex,RI,Congo,3,0,Medium
46,Non-binary,PhD,Divorced,75744,631,40701,Personal,Self-employed,0,Fair,0.290618677,102832,4,Markfort,NE,Montenegro,3,0,Low
64,Male,PhD,Widowed,80887,621,42590,Auto,Self-employed,16,Fair,0.162944717,124775,0,Lake Lauren,RI,Faroe Islands,2,1,High
57,Male,Master's,Single,114524,615,,Personal,Self-employed,4,Excellent,0.273638035,82606,0,New Tracy,AR,Norway,,2,Low
58,Female,PhD,Divorced,87158,761,45577,Personal,Unemployed,1,Excellent,0.25920364,148901,,New Matthewfort,UT,Norway,,2,Low
68,Male,Bachelor's,Widowed,103682,788,14290,Personal,Employed,12,Excellent,0.173644683,38473,0,Gregorychester,NV,Saint Lucia,3,0,Medium
27,Male,Master's,Widowed,110223,645,,Personal,Self-employed,17,Fair,0.530493259,,4,Davenportfurt,MT,Bouvet Island (Bouvetoya),3,2,High
59,Male,Bachelor's,Married,53457,779,,Home,Employed,14,Poor,0.111944976,48625,3,Lewisfort,WA,New Caledonia,1,2,High
19,Non-binary,PhD,Married,115672,605,6785,Personal,Unemployed,6,Good,0.55215318,25998,,Morrisfort,NJ,British Virgin Islands,1,0,Medium
31,Male,Master's,Divorced,107189,605,32427,Home,Self-employed,15,Fair,0.595393019,125402,0,East Christinaport,WA,Guinea-Bissau,2,1,High
50,Non-binary,PhD,Divorced,49949,672,34045,Home,Self-employed,3,Good,0.522410027,294278,1,West Rebekahburgh,KY,French Guiana,4,0,Medium
45,Male,PhD,Widowed,105054,604,25599,Business,Unemployed,8,Poor,0.342770999,,0,Port Tammy,UT,Zambia,,2,Medium
48,Female,High School,Widowed,60324,729,17505,Home,Unemployed,7,Excellent,0.140752836,206282,0,Lake James,KY,New Caledonia,0,2,High
62,Male,PhD,Widowed,,632,31425,Personal,Self-employed,13,Good,0.240632076,266282,4,North Lisaville,HI,Tajikistan,0,2,Medium
31,Male,Master's,Divorced,56534,773,,Home,Self-employed,11,Good,0.461818923,287236,0,Myersburgh,MS,Mali,,1,Low
21,Male,Master's,Widowed,33850,622,42053,Home,Unemployed,8,Good,0.359480645,266436,4,North William,CT,Nepal,,0,High
56,Male,Master's,Divorced,37705,732,,Auto,Unemployed,14,Good,0.374342195,115883,3,Myershaven,NJ,San Marino,1,0,Low
64,Non-binary,PhD,Married,66295,615,,Auto,Unemployed,7,Good,0.32683815,146076,3,South Jonathonstad,FL,Belize,,0,Medium
55,Female,Bachelor's,Single,78175,780,5389,Personal,Self-employed,7,Excellent,0.262362277,217543,1,Dianastad,NE,Western Sahara,3,0,Low
62,Male,High School,Married,,603,39729,Home,Employed,0,Good,0.538194513,,,Marytown,OK,Haiti,2,0,Low
32,Female,High School,Widowed,29343,725,18139,Auto,Self-employed,5,Excellent,0.178474956,180365,3,Martinezville,AS,Somalia,3,0,Low
22,Female,Master's,Divorced,42119,603,49332,Business,Self-employed,14,Fair,0.138780305,172134,0,New Kaylabury,GU,Italy,4,0,Medium
46,Male,PhD,Divorced,71025,719,41604,Personal,Unemployed,8,Fair,0.259024079,142774,4,Lake Melissatown,MH,Solomon Islands,3,1,High
45,Male,High School,Divorced,37399,685,37100,Business,Self-employed,18,Excellent,0.253267329,212590,3,Katelynfurt,TX,Qatar,3,2,Medium
31,Male,Master's,Married,105425,666,39707,Business,Unemployed,1,Good,0.483870223,219518,3,Robertsonmouth,PA,Saint Barthelemy,2,0,Medium
